,A_FIVE_AC,A_FIVE_AF,A_FIVE_AR,A_FIVE_AS,A_FIVE_AST,A_FIVE_AY,A_FIVE_FTAG,A_FIVE_FTHG,A_FIVE_FTR_A,A_FIVE_FTR_D,A_FIVE_FTR_H,A_FIVE_HC,A_FIVE_HF,A_FIVE_HR,A_FIVE_HS,A_FIVE_HST,A_FIVE_HTAG,A_FIVE_HTHG,A_FIVE_HTR_A,A_FIVE_HTR_D,A_FIVE_HTR_H,A_FIVE_HY,A_THREE_AC,A_THREE_AF,A_THREE_AR,A_THREE_AS,A_THREE_AST,A_THREE_AY,A_THREE_FTAG,A_THREE_FTHG,A_THREE_FTR_A,A_THREE_FTR_D,A_THREE_FTR_H,A_THREE_HC,A_THREE_HF,A_THREE_HR,A_THREE_HS,A_THREE_HST,A_THREE_HTAG,A_THREE_HTHG,A_THREE_HTR_A,A_THREE_HTR_D,A_THREE_HTR_H,A_THREE_HY,H_FIVE_AC,H_FIVE_AF,H_FIVE_AR,H_FIVE_AS,H_FIVE_AST,H_FIVE_AY,H_FIVE_FTAG,H_FIVE_FTHG,H_FIVE_FTR_A,H_FIVE_FTR_D,H_FIVE_FTR_H,H_FIVE_HC,H_FIVE_HF,H_FIVE_HR,H_FIVE_HS,H_FIVE_HST,H_FIVE_HTAG,H_FIVE_HTHG,H_FIVE_HTR_A,H_FIVE_HTR_D,H_FIVE_HTR_H,H_FIVE_HY,H_THREE_AC,H_THREE_AF,H_THREE_AR,H_THREE_AS,H_THREE_AST,H_THREE_AY,H_THREE_FTAG,H_THREE_FTHG,H_THREE_FTR_A,H_THREE_FTR_D,H_THREE_FTR_H,H_THREE_HC,H_THREE_HF,H_THREE_HR,H_THREE_HS,H_THREE_HST,H_THREE_HTAG,H_THREE_HTHG,H_THREE_HTR_A,H_THREE_HTR_D,H_THREE_HTR_H,H_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,pred
750,4.4,10.6,0.4,11.8,5.2,1.6,1.8,1.2,0.6,0.2,0.2,3.8,10.2,0.0,12.2,7.0,1.0,0.6,0.4,0.4,0.2,1.2,3.33,9.33,0.67,12.0,6.33,1.0,2.0,1.67,0.67,0.0,0.33,5.0,9.67,0.0,12.67,7.33,0.67,1.0,0.0,0.67,0.33,1.0,6.2,7.4,0.0,9.0,4.8,0.6,1.6,1.8,0.2,0.6,0.2,5.6,8.6,0.0,11.8,6.2,0.4,0.8,0.0,0.6,0.4,0.4,6.33,8.33,0.0,8.0,5.0,0.67,1.67,2.0,0.33,0.33,0.33,7.0,8.67,0.0,13.67,7.33,0.67,1.0,0.0,0.67,0.33,0.67,QPR,2.33,3.22,2.9,2009-11-21,E1,0.0,2.0,H,D,Doncaster,,,,1.9,True
761,5.2,8.2,0.0,8.4,4.0,1.8,1.8,1.2,0.4,0.4,0.2,7.8,10.0,0.0,10.0,5.0,0.8,0.4,0.4,0.2,0.4,1.2,3.33,8.33,0.0,9.0,4.67,1.67,2.33,1.33,0.67,0.0,0.33,8.67,10.0,0.0,11.0,5.0,1.33,0.33,0.67,0.0,0.33,1.0,8.0,11.2,0.0,11.0,5.2,2.0,1.2,1.2,0.4,0.2,0.4,6.2,11.0,0.0,11.8,7.2,0.8,0.4,0.4,0.6,0.0,1.0,6.0,13.0,0.0,11.33,6.0,2.0,1.0,1.67,0.33,0.0,0.67,4.0,11.0,0.0,12.67,7.67,1.0,0.67,0.33,0.67,0.0,1.0,Swindon,2.95,3.26,2.27,2009-11-21,E2,1.0,0.0,A,A,Carlisle,,,,-1.0,True
763,4.8,8.8,0.4,7.8,3.8,1.6,0.4,2.0,0.2,0.0,0.8,8.4,10.2,0.0,12.2,6.2,0.2,1.2,0.2,0.2,0.6,0.6,5.67,9.0,0.67,9.33,4.33,2.0,0.0,2.67,0.0,0.0,1.0,9.67,9.33,0.0,12.33,6.0,0.0,1.67,0.0,0.33,0.67,0.67,8.0,15.0,0.0,12.6,6.4,1.6,1.0,1.2,0.2,0.4,0.4,5.4,13.8,0.0,9.8,4.0,0.2,0.6,0.0,0.6,0.4,1.2,8.67,16.33,0.0,14.67,7.0,2.0,1.33,1.33,0.33,0.33,0.33,3.33,13.67,0.0,8.0,3.0,0.33,0.67,0.0,0.67,0.33,1.33,Tranmere,3.52,3.31,2.01,2009-11-21,E2,1.0,2.0,H,D,Leyton Orient,,,,1.01,True
768,4.2,13.2,0.0,11.2,4.8,2.4,0.8,1.8,0.0,0.6,0.4,8.0,10.8,0.0,13.0,8.0,0.6,0.8,0.2,0.6,0.2,1.2,3.33,13.33,0.0,11.0,4.67,1.67,0.67,1.33,0.0,0.67,0.33,7.0,11.67,0.0,13.0,8.33,0.33,0.33,0.0,1.0,0.0,1.67,4.6,15.6,0.2,4.8,1.8,2.2,1.0,2.0,0.0,0.4,0.6,5.2,11.0,0.2,10.2,4.2,0.8,1.0,0.4,0.2,0.4,1.6,5.0,16.33,0.33,4.67,1.33,2.67,1.0,2.0,0.0,0.33,0.67,4.67,12.0,0.0,11.33,4.0,0.67,1.0,0.33,0.33,0.33,1.67,Charlton,2.19,3.27,3.08,2009-11-21,E2,1.0,1.0,D,H,Yeovil,,,,-1.0,True
776,6.6,16.4,0.2,13.6,4.2,0.8,1.6,1.8,0.4,0.2,0.4,4.4,16.0,0.2,11.4,5.4,0.8,0.8,0.4,0.2,0.4,2.2,6.67,16.0,0.0,13.67,4.33,1.0,2.33,1.67,0.67,0.0,0.33,4.67,15.33,0.33,11.33,6.0,1.33,1.0,0.67,0.0,0.33,2.33,2.2,19.4,0.2,7.6,2.2,3.0,0.4,1.4,0.0,0.2,0.8,5.6,20.0,0.2,15.8,3.4,0.0,0.2,0.0,0.8,0.2,1.6,2.67,18.33,0.33,6.33,1.67,2.67,0.33,1.33,0.0,0.0,1.0,6.33,18.0,0.0,18.0,4.0,0.0,0.33,0.0,0.67,0.33,1.67,Lille,2.61,3.02,2.72,2009-11-22,F1,0.0,2.0,H,D,Montpellier,,,,1.72,True
777,5.2,18.4,0.2,10.2,2.8,2.8,1.0,0.8,0.2,0.6,0.2,6.2,14.8,0.2,19.0,5.6,0.6,0.2,0.6,0.2,0.2,2.0,5.67,18.67,0.33,9.0,3.0,2.67,1.33,1.0,0.33,0.33,0.33,6.67,14.0,0.0,24.33,7.33,1.0,0.0,1.0,0.0,0.0,2.33,2.0,18.4,0.4,12.0,4.0,1.8,1.8,1.8,0.4,0.0,0.6,6.4,19.2,0.2,15.8,5.0,0.8,0.8,0.6,0.0,0.4,1.8,2.33,19.33,0.67,11.67,3.33,2.0,1.0,2.67,0.0,0.0,1.0,6.67,20.0,0.0,14.0,6.0,0.33,1.0,0.33,0.0,0.67,2.33,Toulouse,3.09,3.02,2.36,2009-11-22,F1,0.0,1.0,H,D,Nice,,,,1.36,True
788,4.0,11.0,0.0,11.0,5.2,2.4,0.4,1.4,0.2,0.4,0.4,4.4,14.8,0.0,11.4,5.2,0.0,0.4,0.0,0.6,0.4,2.0,4.0,10.67,0.0,10.0,4.0,2.33,0.67,1.67,0.33,0.33,0.33,4.33,14.67,0.0,11.67,5.33,0.0,0.33,0.0,0.67,0.33,1.0,3.0,11.6,0.2,9.0,3.4,3.4,0.8,1.6,0.0,0.4,0.6,6.4,10.4,0.0,10.2,5.4,0.2,1.0,0.0,0.4,0.6,2.0,3.67,13.67,0.0,9.0,3.67,3.67,1.0,1.67,0.0,0.33,0.67,7.0,10.67,0.0,9.33,6.33,0.33,0.67,0.0,0.67,0.33,2.33,Yeovil,3.55,3.33,2.0,2009-11-24,E2,0.0,1.0,H,H,Gillingham,,,,1.0,True
793,5.6,10.6,0.2,7.6,2.4,1.8,0.8,1.6,0.2,0.0,0.8,5.4,10.2,0.0,8.2,3.8,0.2,0.6,0.0,0.8,0.2,1.8,7.0,12.0,0.33,8.67,2.67,2.33,0.67,1.0,0.33,0.0,0.67,4.0,11.67,0.0,8.67,2.67,0.33,0.33,0.0,1.0,0.0,2.0,4.4,12.4,0.4,9.2,3.8,2.4,1.2,1.0,0.2,0.6,0.2,6.2,7.4,0.2,7.2,3.2,0.6,0.8,0.2,0.2,0.6,1.4,4.33,14.67,0.33,10.0,4.0,2.33,1.33,0.67,0.33,0.67,0.0,7.33,6.0,0.33,7.67,3.0,0.67,0.67,0.33,0.0,0.67,1.67,Huddersfield,2.38,3.24,2.84,2009-11-24,E2,1.0,2.0,H,D,Swindon,,,,1.84,True
794,4.4,13.4,0.2,8.0,4.0,2.0,1.4,1.4,0.4,0.0,0.6,4.4,16.4,0.2,11.0,5.8,0.8,0.6,0.2,0.8,0.0,2.0,4.0,11.0,0.33,8.33,3.67,2.0,1.0,1.0,0.33,0.0,0.67,3.33,17.33,0.33,9.33,5.33,0.33,0.33,0.0,1.0,0.0,2.67,5.0,11.6,0.2,11.0,4.6,2.2,2.0,1.2,0.6,0.2,0.2,4.8,11.4,0.2,10.0,6.4,0.8,0.6,0.2,0.6,0.2,1.8,4.67,8.0,0.33,10.67,4.0,1.33,2.0,1.0,0.67,0.0,0.33,5.67,12.33,0.33,9.33,7.0,0.67,0.33,0.33,0.33,0.33,1.67,Southend,2.57,3.21,2.62,2009-11-24,E2,0.0,2.0,H,H,Tranmere,,,,1.62,True
795,4.0,12.8,0.0,8.6,4.8,3.0,0.6,0.4,0.4,0.2,0.4,8.4,13.6,0.0,10.8,4.8,0.0,0.0,0.0,1.0,0.0,0.6,3.33,12.33,0.0,9.33,3.67,3.67,0.67,0.33,0.33,0.33,0.33,9.33,12.67,0.0,10.33,4.33,0.0,0.0,0.0,1.0,0.0,0.0,5.8,7.8,0.2,8.6,3.4,1.6,0.8,2.0,0.0,0.4,0.6,5.8,10.0,0.0,9.8,5.8,0.2,1.0,0.0,0.4,0.6,1.2,6.67,7.33,0.33,10.0,4.33,1.0,0.67,2.33,0.0,0.33,0.67,5.67,10.67,0.0,10.33,5.67,0.33,1.33,0.0,0.33,0.67,1.0,Oldham,3.06,3.25,2.24,2009-11-24,E2,0.0,3.0,H,H,Walsall,,,,1.24,True
800,5.0,14.4,0.0,14.8,6.0,1.8,2.6,2.0,0.4,0.4,0.2,3.6,18.2,0.0,9.4,3.8,1.2,1.0,0.4,0.4,0.2,2.6,5.67,14.33,0.0,15.33,7.33,2.0,3.33,2.67,0.33,0.33,0.33,4.33,15.67,0.0,8.67,4.33,1.67,1.33,0.33,0.67,0.0,3.0,4.4,18.0,0.2,12.8,2.8,2.0,1.4,0.8,0.4,0.4,0.2,4.6,16.8,0.0,13.4,4.8,0.6,0.0,0.6,0.4,0.0,1.8,5.67,18.33,0.0,14.0,3.33,2.67,1.33,1.0,0.33,0.33,0.33,5.33,17.0,0.0,14.33,5.67,0.67,0.0,0.67,0.33,0.0,1.33,Marseille,1.94,3.19,3.98,2009-11-28,F1,0.0,1.0,H,D,Lens,,,,2.98,True
804,2.6,18.6,0.2,12.0,2.8,2.0,0.6,2.2,0.2,0.2,0.6,4.4,16.4,0.0,13.2,4.8,0.0,0.6,0.0,0.4,0.6,1.4,2.33,18.67,0.33,10.67,2.0,1.67,1.0,1.67,0.33,0.33,0.33,6.67,15.33,0.0,16.0,5.0,0.0,0.33,0.0,0.67,0.33,1.33,3.6,17.4,0.2,12.8,5.6,1.2,2.2,1.2,0.6,0.0,0.4,5.8,10.4,0.2,17.6,5.8,0.6,0.6,0.4,0.2,0.4,1.2,4.0,14.0,0.0,14.0,6.33,0.67,2.0,1.0,0.67,0.0,0.33,6.0,10.67,0.0,17.67,4.67,0.67,0.33,0.67,0.0,0.33,1.0,Nice,3.45,3.02,2.18,2009-11-28,F1,0.0,1.0,H,H,Sochaux,,,,1.18,True
813,5.2,10.8,0.0,10.4,6.6,1.0,1.2,2.6,0.0,0.2,0.8,5.0,13.0,0.4,12.4,6.4,0.2,0.4,0.0,0.8,0.2,1.6,4.33,11.33,0.0,10.0,5.33,1.33,1.0,2.67,0.0,0.33,0.67,5.67,12.67,0.0,15.33,7.33,0.0,0.33,0.0,0.67,0.33,1.33,4.8,9.6,0.0,13.2,6.8,1.2,0.8,1.6,0.0,0.6,0.4,4.4,9.4,0.0,13.6,8.2,0.0,0.4,0.0,0.6,0.4,0.6,4.33,11.0,0.0,13.0,7.0,1.33,1.0,1.67,0.0,0.67,0.33,5.33,9.0,0.0,12.67,8.33,0.0,0.33,0.0,0.67,0.33,0.67,Sheffield United,2.99,3.26,2.28,2009-11-28,E1,3.0,2.0,A,A,Bristol City,,,,-1.0,True
814,5.8,7.8,0.2,9.6,4.4,1.0,0.8,1.4,0.4,0.4,0.2,9.4,11.4,0.0,16.6,8.0,0.4,0.8,0.4,0.0,0.6,1.4,3.0,9.0,0.0,10.33,4.67,1.33,0.67,2.0,0.33,0.33,0.33,10.33,11.67,0.0,16.67,9.0,0.33,1.0,0.33,0.0,0.67,1.33,6.8,10.2,0.0,8.6,3.8,1.4,0.4,1.4,0.0,0.4,0.6,4.2,11.6,0.0,10.2,4.2,0.0,0.6,0.0,0.6,0.4,1.6,8.0,9.0,0.0,8.0,4.33,1.0,0.67,2.0,0.0,0.33,0.67,4.33,12.0,0.0,10.0,4.67,0.0,1.0,0.0,0.33,0.67,1.33,Watford,3.3,3.24,2.14,2009-11-28,E1,0.0,3.0,H,H,Crystal Palace,,,,1.14,True
815,5.0,10.4,0.2,13.4,6.8,1.4,1.8,2.4,0.4,0.0,0.6,7.2,9.2,0.2,15.6,10.4,1.2,0.6,0.6,0.2,0.2,1.0,6.0,9.33,0.33,13.0,7.0,0.67,1.67,2.67,0.33,0.0,0.67,7.33,10.0,0.33,15.0,10.67,0.67,1.0,0.33,0.33,0.33,1.67,4.4,12.2,0.4,8.0,3.8,1.8,1.6,2.0,0.4,0.0,0.6,6.8,10.6,0.0,14.0,6.4,0.6,0.8,0.2,0.4,0.4,1.4,5.0,13.67,0.33,9.33,5.0,1.67,1.67,2.33,0.33,0.0,0.67,5.33,10.33,0.0,12.33,6.33,0.67,1.0,0.33,0.0,0.67,1.33,Reading,2.71,3.23,2.48,2009-11-28,E1,1.0,2.0,H,D,Derby,,,,1.48,True
825,4.8,23.0,0.0,7.6,3.0,2.8,1.2,0.6,0.6,0.4,0.0,6.2,19.2,0.0,14.6,4.2,0.8,0.4,0.4,0.6,0.0,2.4,4.0,20.67,0.0,9.67,4.33,2.67,1.33,0.67,0.67,0.33,0.0,6.33,17.0,0.0,14.0,4.33,1.0,0.33,0.67,0.33,0.0,2.0,5.0,18.2,0.0,15.2,3.0,1.6,1.0,0.8,0.4,0.4,0.2,7.2,13.4,0.0,16.8,4.6,0.4,0.6,0.2,0.4,0.4,1.2,2.67,20.67,0.0,14.67,2.0,1.33,0.33,0.0,0.33,0.67,0.0,7.33,12.33,0.0,18.0,3.67,0.33,0.0,0.33,0.67,0.0,0.67,Schalke 04,2.13,3.24,3.34,2009-11-28,D1,0.0,1.0,H,H,M'gladbach,,,,2.34,True
838,5.6,16.2,0.2,10.8,4.6,3.0,1.2,1.2,0.2,0.6,0.2,6.6,14.4,0.0,15.6,7.0,0.8,0.2,0.6,0.4,0.0,2.4,4.33,14.33,0.33,9.33,4.0,3.0,1.33,1.67,0.0,0.67,0.33,9.0,13.67,0.0,17.67,8.0,1.0,0.0,1.0,0.0,0.0,2.0,5.2,12.6,0.0,9.0,5.0,1.6,1.4,1.8,0.2,0.4,0.4,4.6,11.2,0.0,11.4,6.2,0.8,0.8,0.4,0.0,0.6,0.8,6.67,10.67,0.0,10.67,5.67,0.33,1.0,1.67,0.0,0.67,0.33,5.33,11.0,0.0,11.0,6.0,0.33,1.33,0.0,0.0,1.0,0.33,Colchester,2.4,3.27,2.76,2009-12-01,E2,0.0,1.0,H,H,Brentford,,,,1.76,True
841,4.2,12.2,0.0,9.6,4.8,2.2,1.8,2.0,0.2,0.4,0.4,6.4,8.2,0.0,10.4,4.2,1.4,1.0,0.6,0.2,0.2,0.6,3.67,14.33,0.0,8.33,4.33,2.67,2.0,1.67,0.33,0.33,0.33,8.67,6.67,0.0,13.0,4.67,2.0,0.67,1.0,0.0,0.0,0.33,8.2,11.2,0.0,11.2,5.4,1.2,1.0,1.2,0.4,0.2,0.4,5.8,10.4,0.0,12.0,6.8,0.8,0.4,0.4,0.6,0.0,0.8,6.0,12.67,0.0,9.0,4.33,1.33,1.0,1.67,0.33,0.0,0.67,5.33,12.0,0.0,12.67,7.67,1.0,0.67,0.33,0.67,0.0,0.33,Hartlepool,3.54,3.32,2.0,2009-12-01,E2,2.0,3.0,H,D,Carlisle,,,,1.0,True
843,4.8,12.0,0.0,5.0,3.4,2.6,0.4,2.2,0.0,0.0,1.0,6.2,15.4,0.0,10.0,5.4,0.4,1.0,0.0,0.6,0.4,2.0,4.0,11.33,0.0,6.0,4.0,2.67,0.33,1.67,0.0,0.0,1.0,6.0,17.0,0.0,9.67,5.33,0.33,0.33,0.0,1.0,0.0,2.67,7.6,15.4,0.0,12.2,5.6,1.6,1.0,1.4,0.2,0.2,0.6,4.8,12.2,0.0,9.6,4.0,0.4,0.6,0.0,0.8,0.2,1.2,7.0,15.0,0.0,13.0,6.33,2.0,1.33,2.0,0.0,0.33,0.67,5.33,9.67,0.0,8.0,2.67,0.67,1.0,0.0,0.67,0.33,1.0,Gillingham,2.89,3.26,2.33,2009-12-01,E2,1.0,3.0,H,H,Leyton Orient,,,,1.33,True
853,5.6,15.6,0.0,14.8,6.0,1.8,2.4,2.0,0.4,0.2,0.4,4.0,17.4,0.0,8.0,3.4,1.2,0.8,0.4,0.6,0.0,2.8,6.33,17.67,0.0,16.33,7.0,2.0,2.67,2.0,0.33,0.33,0.33,4.33,15.33,0.0,8.33,3.67,1.0,0.67,0.33,0.67,0.0,2.67,2.6,19.0,0.4,11.6,3.8,1.8,1.2,2.0,0.2,0.0,0.8,6.0,18.6,0.0,13.6,4.6,0.6,0.8,0.4,0.2,0.4,2.2,3.67,17.0,0.33,14.33,4.0,1.67,0.33,2.0,0.0,0.0,1.0,5.0,17.67,0.0,12.33,4.33,0.0,1.0,0.0,0.33,0.67,1.67,Marseille,2.08,3.14,3.58,2009-12-05,F1,3.0,1.0,A,D,Nice,,,,-1.0,True
856,5.0,16.0,0.0,13.0,4.2,3.2,1.6,1.2,0.6,0.0,0.4,6.2,18.2,0.2,16.0,4.8,1.0,0.4,0.6,0.2,0.2,1.4,5.33,14.33,0.0,15.33,4.67,3.67,1.0,1.33,0.33,0.0,0.67,5.67,17.0,0.33,12.33,5.0,0.33,0.33,0.33,0.33,0.33,1.0,3.2,15.8,0.0,10.0,4.2,2.2,1.4,1.8,0.2,0.4,0.4,5.4,17.4,0.0,14.4,4.2,0.8,0.8,0.4,0.4,0.2,1.4,4.33,16.0,0.0,8.67,2.67,2.67,1.0,2.0,0.0,0.33,0.67,4.67,18.33,0.0,10.33,4.0,1.0,1.33,0.33,0.33,0.33,2.0,Monaco,3.34,3.06,2.21,2009-12-05,F1,1.0,3.0,H,H,Valenciennes,,,,1.21,True
871,4.8,13.8,0.0,11.0,6.6,1.4,1.2,0.6,0.6,0.4,0.0,5.6,12.2,0.0,14.8,6.6,0.6,0.4,0.4,0.4,0.2,1.2,6.0,15.0,0.0,12.33,7.0,1.33,1.33,0.67,0.67,0.33,0.0,6.0,11.33,0.0,13.33,5.67,1.0,0.33,0.67,0.33,0.0,1.33,4.0,8.8,0.0,9.8,4.4,2.2,0.4,1.8,0.0,0.2,0.8,7.4,11.0,0.2,13.0,8.0,0.0,0.4,0.0,0.6,0.4,1.8,3.0,11.67,0.0,7.0,3.33,1.67,0.67,2.0,0.0,0.33,0.67,7.67,12.0,0.33,10.67,6.67,0.0,0.33,0.0,0.67,0.33,2.0,Leicester,2.98,3.22,2.31,2009-12-05,E1,1.0,5.0,H,H,Nott'm Forest,,,,1.31,True
885,5.0,13.6,0.2,7.2,3.8,1.8,0.2,1.6,0.0,0.2,0.8,6.4,12.4,0.2,8.4,3.6,0.2,0.8,0.0,0.6,0.4,1.2,5.67,14.0,0.33,8.33,4.33,2.33,0.33,2.0,0.0,0.0,1.0,6.67,13.67,0.33,7.67,2.67,0.33,1.0,0.0,0.67,0.33,1.33,5.6,10.0,0.2,10.4,3.8,2.2,1.4,1.2,0.4,0.2,0.4,5.6,12.6,0.2,10.4,6.8,0.6,0.6,0.2,0.4,0.4,2.0,6.67,7.0,0.33,9.0,3.67,2.33,1.67,1.67,0.33,0.0,0.67,7.0,14.33,0.0,8.67,6.67,0.67,0.67,0.33,0.0,0.67,2.0,Brentford,2.73,3.24,2.43,2009-12-05,E2,0.0,1.0,H,D,Tranmere,,,,1.43,True
889,3.0,17.2,0.0,8.8,3.0,1.4,1.2,1.8,0.2,0.4,0.4,9.4,15.0,0.0,16.0,6.0,0.6,1.2,0.0,0.4,0.6,1.6,4.0,15.67,0.0,10.33,2.33,1.0,1.0,1.33,0.0,0.67,0.33,9.67,14.67,0.0,17.33,6.0,0.67,1.0,0.0,0.67,0.33,1.33,4.4,21.0,0.2,12.8,4.8,1.4,1.6,1.2,0.4,0.2,0.4,4.4,17.8,0.2,13.4,4.2,0.8,0.6,0.2,0.6,0.2,2.0,2.67,23.0,0.33,8.0,2.67,2.0,1.33,1.67,0.33,0.0,0.67,5.33,18.67,0.0,16.33,5.33,0.33,0.67,0.0,0.67,0.33,2.67,Mainz,3.23,3.26,2.19,2009-12-05,D1,0.0,2.0,H,H,Ein Frankfurt,,,,1.19,True
890,8.0,16.0,0.0,16.0,5.8,2.0,2.0,1.2,0.6,0.0,0.4,4.2,19.8,0.0,9.6,3.8,0.8,1.2,0.4,0.0,0.6,3.0,6.67,16.33,0.0,14.33,6.33,2.33,1.67,0.67,0.67,0.0,0.33,3.67,20.67,0.0,10.33,3.0,1.0,0.67,0.67,0.0,0.33,2.0,4.8,18.2,0.0,11.2,3.8,2.6,1.0,1.2,0.4,0.2,0.4,5.0,14.2,0.0,14.0,5.2,0.2,0.4,0.0,0.8,0.2,1.4,4.33,21.0,0.0,11.0,4.0,2.33,1.33,0.67,0.67,0.33,0.0,5.0,12.67,0.0,12.67,5.0,0.33,0.33,0.0,1.0,0.0,1.33,Hoffenheim,2.98,3.27,2.31,2009-12-05,D1,0.0,0.0,D,D,Hamburg,,,,-1.0,True
903,4.6,10.6,0.4,10.6,4.4,1.4,1.4,1.6,0.4,0.2,0.4,4.4,9.4,0.0,12.0,7.8,0.6,0.6,0.2,0.6,0.2,0.8,4.67,8.33,0.0,11.33,6.0,0.33,2.0,1.67,0.67,0.0,0.33,4.67,9.67,0.0,11.33,8.33,0.67,1.0,0.0,0.67,0.33,0.67,4.8,13.8,0.0,12.0,7.0,1.2,1.6,2.2,0.4,0.0,0.6,7.6,11.8,0.0,15.0,8.6,0.8,1.6,0.2,0.0,0.8,0.8,4.33,15.67,0.0,10.0,5.33,1.33,0.33,3.0,0.0,0.0,1.0,5.33,10.67,0.0,15.33,9.0,0.33,2.0,0.0,0.0,1.0,1.0,QPR,2.75,3.26,2.47,2009-12-07,E1,1.0,3.0,H,D,Watford,,,,1.47,True
904,5.4,13.2,0.0,11.4,5.2,1.6,0.4,1.6,0.0,0.6,0.4,4.2,11.2,0.0,11.0,6.2,0.2,0.6,0.0,0.6,0.4,0.8,5.33,13.0,0.0,12.0,6.67,1.67,0.67,1.67,0.0,0.67,0.33,5.0,11.67,0.0,10.67,7.67,0.33,0.67,0.0,0.67,0.33,0.33,6.2,8.6,0.0,7.2,3.4,0.8,1.0,1.6,0.2,0.4,0.4,5.8,8.4,0.0,12.2,7.2,0.4,0.6,0.0,0.8,0.2,0.4,6.0,7.67,0.0,7.0,4.33,0.33,1.33,2.67,0.0,0.33,0.67,7.0,8.67,0.0,13.33,9.67,0.67,1.0,0.0,0.67,0.33,0.67,Sheffield Weds,3.52,3.27,2.05,2009-12-08,E1,0.0,1.0,H,D,Doncaster,,,,1.05,True
919,1.4,22.6,0.2,5.8,3.2,2.6,1.6,1.4,0.6,0.0,0.4,7.8,16.8,0.0,17.0,5.6,0.6,0.2,0.6,0.2,0.2,2.6,1.0,21.0,0.0,5.0,3.0,3.0,1.33,1.33,0.67,0.0,0.33,6.0,16.67,0.0,17.0,4.67,0.33,0.33,0.33,0.33,0.33,2.33,2.6,13.2,0.0,11.0,2.4,1.2,1.0,1.2,0.4,0.4,0.2,4.2,19.6,0.0,14.6,4.8,0.4,0.4,0.4,0.4,0.2,2.0,2.67,12.33,0.0,11.67,2.33,1.67,1.0,0.67,0.33,0.67,0.0,4.33,19.0,0.0,15.33,5.0,0.33,0.0,0.33,0.67,0.0,2.33,Valenciennes,2.77,2.99,2.6,2009-12-12,F1,1.0,2.0,H,D,Le Mans,,,,1.6,True
920,3.6,15.6,0.2,13.0,3.4,2.0,0.6,1.6,0.2,0.2,0.6,4.6,17.0,0.0,13.2,4.4,0.0,0.6,0.0,0.4,0.6,2.0,3.67,14.67,0.33,15.33,4.33,2.0,0.67,1.67,0.33,0.0,0.67,4.67,14.33,0.0,15.33,5.0,0.0,0.67,0.0,0.33,0.67,2.0,5.0,18.2,0.0,13.8,3.4,2.4,1.2,0.8,0.4,0.2,0.4,4.4,16.4,0.0,12.2,5.0,0.6,0.0,0.6,0.4,0.0,1.4,5.67,16.67,0.0,14.33,3.67,2.33,0.67,1.33,0.0,0.33,0.67,5.67,17.33,0.0,13.33,5.33,0.33,0.0,0.33,0.67,0.0,1.33,Nice,3.41,3.02,2.19,2009-12-12,F1,0.0,2.0,H,H,Lens,,,,1.19,True
923,3.8,17.4,0.0,13.8,5.4,1.6,1.4,1.0,0.2,0.4,0.4,5.2,13.2,0.0,15.2,3.2,1.0,0.6,0.2,0.6,0.2,1.4,3.33,15.67,0.0,14.0,5.0,1.33,1.0,1.33,0.0,0.67,0.33,5.67,14.0,0.0,16.33,3.67,0.67,0.67,0.0,1.0,0.0,1.0,5.4,15.2,0.0,13.0,5.4,1.4,1.6,0.4,0.6,0.2,0.2,3.2,13.8,0.2,12.6,2.8,0.4,0.4,0.4,0.4,0.2,1.6,4.33,14.67,0.0,12.67,6.33,1.0,2.33,0.0,1.0,0.0,0.0,4.33,13.33,0.0,14.33,3.0,0.67,0.0,0.67,0.33,0.0,1.0,Rennes,2.87,2.98,2.53,2009-12-12,F1,2.0,1.0,A,H,Nancy,,,,-1.0,True
934,3.2,9.6,0.0,10.6,4.8,0.8,0.6,1.6,0.0,0.4,0.6,6.8,8.8,0.0,14.8,9.6,0.2,1.2,0.0,0.2,0.8,0.2,3.0,11.33,0.0,10.0,4.0,0.67,0.33,1.33,0.0,0.33,0.67,8.67,8.0,0.0,16.67,10.0,0.0,1.0,0.0,0.33,0.67,0.0,5.2,10.0,0.0,12.0,7.6,1.6,1.4,0.6,0.4,0.6,0.0,6.6,12.8,0.0,10.6,6.0,0.6,0.2,0.6,0.2,0.2,1.8,5.0,9.33,0.0,12.0,7.33,1.0,2.0,0.67,0.67,0.33,0.0,8.0,12.0,0.0,10.33,6.67,1.0,0.0,1.0,0.0,0.0,1.33,Peterboro,3.49,3.28,2.05,2009-12-12,E1,2.0,3.0,H,H,Coventry,,,,1.05,True
