,A_FIVE_AC,A_FIVE_AF,A_FIVE_AR,A_FIVE_AS,A_FIVE_AST,A_FIVE_AY,A_FIVE_FTAG,A_FIVE_FTHG,A_FIVE_FTR_A,A_FIVE_FTR_D,A_FIVE_FTR_H,A_FIVE_HC,A_FIVE_HF,A_FIVE_HR,A_FIVE_HS,A_FIVE_HST,A_FIVE_HTAG,A_FIVE_HTHG,A_FIVE_HTR_A,A_FIVE_HTR_D,A_FIVE_HTR_H,A_FIVE_HY,A_THREE_AC,A_THREE_AF,A_THREE_AR,A_THREE_AS,A_THREE_AST,A_THREE_AY,A_THREE_FTAG,A_THREE_FTHG,A_THREE_FTR_A,A_THREE_FTR_D,A_THREE_FTR_H,A_THREE_HC,A_THREE_HF,A_THREE_HR,A_THREE_HS,A_THREE_HST,A_THREE_HTAG,A_THREE_HTHG,A_THREE_HTR_A,A_THREE_HTR_D,A_THREE_HTR_H,A_THREE_HY,H_FIVE_AC,H_FIVE_AF,H_FIVE_AR,H_FIVE_AS,H_FIVE_AST,H_FIVE_AY,H_FIVE_FTAG,H_FIVE_FTHG,H_FIVE_FTR_A,H_FIVE_FTR_D,H_FIVE_FTR_H,H_FIVE_HC,H_FIVE_HF,H_FIVE_HR,H_FIVE_HS,H_FIVE_HST,H_FIVE_HTAG,H_FIVE_HTHG,H_FIVE_HTR_A,H_FIVE_HTR_D,H_FIVE_HTR_H,H_FIVE_HY,H_THREE_AC,H_THREE_AF,H_THREE_AR,H_THREE_AS,H_THREE_AST,H_THREE_AY,H_THREE_FTAG,H_THREE_FTHG,H_THREE_FTR_A,H_THREE_FTR_D,H_THREE_FTR_H,H_THREE_HC,H_THREE_HF,H_THREE_HR,H_THREE_HS,H_THREE_HST,H_THREE_HTAG,H_THREE_HTHG,H_THREE_HTR_A,H_THREE_HTR_D,H_THREE_HTR_H,H_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,pred
13447,5.0,10.4,0.0,10.2,3.8,1.2,1.6,1.6,0.4,0.2,0.4,4.8,10.4,0.0,14.6,5.0,1.0,1.2,0.4,0.2,0.4,0.6,5.67,8.67,0.0,10.33,3.67,1.0,1.33,1.33,0.33,0.33,0.33,3.0,11.33,0.0,12.67,4.33,1.0,1.0,0.33,0.33,0.33,0.67,3.6,11.8,0.0,8.8,2.8,2.2,0.4,1.0,0.0,0.6,0.4,4.6,11.6,0.0,13.0,4.0,0.0,0.2,0.0,0.8,0.2,2.2,3.33,11.67,0.0,7.67,2.33,1.67,0.33,1.0,0.0,0.67,0.33,4.0,11.33,0.0,11.33,4.33,0.0,0.0,0.0,1.0,0.0,2.0,Wolves,3.16,3.19,2.31,2015-12-20,E1,1.0,4.0,H,H,Sheffield Weds,3.3,3.31,2.38,1.31,True
13449,3.4,15.6,0.0,9.0,4.4,1.4,1.8,1.4,0.4,0.4,0.2,6.4,14.4,0.0,18.6,6.0,1.0,0.4,0.6,0.4,0.0,2.0,2.67,15.0,0.0,9.33,4.33,1.67,2.0,1.33,0.33,0.67,0.0,6.33,14.67,0.0,19.67,6.67,1.0,0.33,0.67,0.33,0.0,2.0,3.0,14.6,0.2,9.4,3.6,1.4,1.0,1.8,0.2,0.0,0.8,5.0,15.8,0.0,11.0,4.8,0.6,0.8,0.2,0.2,0.6,1.4,3.0,14.67,0.33,8.67,3.0,1.67,1.67,1.33,0.33,0.0,0.67,5.0,18.0,0.0,8.33,3.33,1.0,0.67,0.33,0.33,0.33,1.67,Mainz,3.47,3.34,2.13,2015-12-20,D1,0.0,2.0,H,H,Hertha,3.72,3.44,2.17,1.13,True
13465,5.0,11.2,0.2,10.6,3.6,2.4,0.6,0.4,0.2,0.6,0.2,6.2,10.2,0.0,9.8,1.8,0.2,0.0,0.2,0.8,0.0,1.6,4.67,13.67,0.33,12.0,4.33,3.0,1.0,0.67,0.33,0.33,0.33,6.67,9.67,0.0,10.33,2.33,0.33,0.0,0.33,0.67,0.0,1.67,4.6,9.8,0.0,10.0,4.6,1.2,1.8,0.8,0.8,0.0,0.2,5.2,10.6,0.0,14.8,5.0,1.2,0.4,0.6,0.2,0.2,1.6,2.67,10.33,0.0,8.33,3.67,1.33,1.33,1.0,0.67,0.0,0.33,5.0,11.33,0.0,13.33,4.33,1.0,0.33,0.67,0.0,0.33,1.67,Preston,2.89,3.06,2.56,2015-12-26,E1,1.0,3.0,H,H,Huddersfield,2.99,3.18,2.66,1.56,True
13467,4.0,12.6,0.4,8.2,2.8,2.2,0.4,0.8,0.2,0.2,0.6,5.8,8.2,0.0,11.6,3.0,0.0,0.0,0.0,1.0,0.0,1.6,5.0,12.0,0.33,7.67,3.67,1.67,0.67,0.67,0.33,0.33,0.33,6.33,8.67,0.0,10.67,2.0,0.0,0.0,0.0,1.0,0.0,0.67,3.8,11.0,0.0,10.6,4.2,2.6,1.0,0.8,0.4,0.4,0.2,5.2,10.0,0.0,13.2,5.0,0.4,0.4,0.2,0.6,0.2,1.8,3.0,10.67,0.0,11.33,5.33,2.0,1.67,0.67,0.67,0.33,0.0,5.67,9.33,0.0,12.33,4.33,0.67,0.33,0.33,0.67,0.0,1.33,QPR,3.52,3.24,2.12,2015-12-26,E1,1.0,2.0,H,A,Ipswich,3.8,3.4,2.14,1.12,True
13468,4.0,10.6,0.0,10.0,3.4,2.0,0.6,1.2,0.2,0.2,0.6,5.0,10.2,0.2,14.0,4.4,0.2,0.4,0.0,0.8,0.2,1.8,4.0,11.0,0.0,11.67,4.0,1.33,1.0,1.67,0.33,0.0,0.67,6.33,10.33,0.33,17.33,6.0,0.33,0.67,0.0,0.67,0.33,1.67,2.2,14.4,0.0,9.6,3.2,2.8,1.0,0.8,0.4,0.2,0.4,6.6,10.0,0.0,12.8,4.0,0.6,0.6,0.4,0.2,0.4,0.8,2.33,13.67,0.0,10.67,3.0,2.33,1.0,1.0,0.33,0.33,0.33,8.33,8.33,0.0,13.33,5.0,0.67,0.67,0.33,0.33,0.33,0.0,Cardiff,2.7,3.16,2.66,2015-12-26,E1,1.0,2.0,H,D,Milton Keynes Dons,2.84,3.32,2.69,1.66,True
13469,4.2,14.0,0.0,11.6,3.4,1.4,0.6,1.4,0.0,0.4,0.6,6.0,14.0,0.0,15.0,5.8,0.4,1.2,0.0,0.4,0.6,1.8,4.0,16.0,0.0,13.33,4.33,1.33,1.0,1.67,0.0,0.33,0.67,5.0,15.0,0.0,14.0,4.67,0.67,1.67,0.0,0.33,0.67,2.0,5.8,10.0,0.0,15.0,5.2,2.0,1.8,1.8,0.6,0.0,0.4,3.2,9.0,0.0,11.8,3.4,1.0,0.8,0.4,0.2,0.4,1.2,7.33,9.0,0.0,13.33,3.33,2.0,0.67,2.0,0.33,0.0,0.67,3.33,9.0,0.0,12.33,4.0,0.67,1.33,0.33,0.0,0.67,1.0,Bolton,3.0,3.29,2.35,2015-12-26,E1,0.0,4.0,H,D,Rotherham,3.07,3.45,2.44,1.35,True
13474,4.4,13.6,0.0,10.4,5.4,2.2,1.6,1.2,0.4,0.2,0.4,5.6,10.4,0.4,11.6,3.6,0.4,0.2,0.2,0.8,0.0,1.6,3.0,13.67,0.0,7.67,4.33,2.33,1.33,1.33,0.33,0.33,0.33,6.0,9.33,0.0,13.33,4.33,0.67,0.33,0.33,0.67,0.0,1.67,5.0,12.4,0.0,9.0,3.4,1.2,1.0,1.6,0.4,0.0,0.6,5.6,9.8,0.0,12.0,4.6,0.4,0.4,0.2,0.6,0.2,0.6,2.67,13.67,0.0,9.0,2.67,2.0,1.33,2.0,0.33,0.0,0.67,5.67,9.0,0.0,13.67,6.0,0.33,0.33,0.0,1.0,0.0,0.67,Scunthorpe,3.15,3.42,2.19,2015-12-26,E2,1.0,0.0,A,A,Doncaster,3.36,3.62,2.22,-1.0,True
13488,4.4,11.0,0.0,7.8,2.6,2.0,0.4,1.8,0.0,0.2,0.8,6.6,10.8,0.0,17.8,5.8,0.2,1.0,0.0,0.4,0.6,1.0,3.67,13.0,0.0,9.33,3.33,2.33,0.33,1.33,0.0,0.33,0.67,5.33,10.33,0.0,15.67,5.33,0.0,1.0,0.0,0.33,0.67,0.67,4.2,10.6,0.0,10.2,3.2,1.2,1.0,0.2,0.6,0.2,0.2,8.4,9.8,0.0,14.2,3.0,0.4,0.2,0.4,0.4,0.2,1.2,4.33,11.0,0.0,10.33,3.0,1.0,1.0,0.33,0.67,0.0,0.33,7.33,9.0,0.0,13.67,3.67,0.33,0.33,0.33,0.33,0.33,1.33,Milton Keynes Dons,3.51,3.34,2.1,2015-12-28,E1,0.0,1.0,H,D,Birmingham,3.49,3.44,2.23,1.1,True
13489,2.0,14.0,0.0,9.8,3.6,2.2,1.2,0.4,0.6,0.2,0.2,5.8,10.8,0.4,10.4,3.0,0.6,0.2,0.4,0.4,0.2,1.2,2.33,13.33,0.0,11.0,4.33,2.33,1.33,0.67,0.67,0.0,0.33,4.67,11.0,0.67,9.67,3.33,0.33,0.33,0.33,0.33,0.33,1.0,5.4,11.6,0.0,12.2,4.2,1.6,1.4,1.2,0.2,0.8,0.0,5.0,13.6,0.4,15.4,4.6,0.6,0.4,0.4,0.4,0.2,1.4,4.67,12.0,0.0,13.33,5.67,1.67,2.0,1.67,0.33,0.67,0.0,6.33,12.67,0.33,19.67,5.33,1.0,0.33,0.67,0.33,0.0,1.33,Blackburn,2.12,3.23,3.6,2015-12-28,E1,0.0,1.0,H,D,Bolton,2.11,3.38,3.94,2.6,True
13493,7.6,10.6,0.0,16.6,5.0,1.8,1.2,1.0,0.4,0.2,0.4,2.2,11.0,0.0,9.4,3.8,0.2,0.8,0.2,0.2,0.6,1.8,9.33,10.0,0.0,17.33,4.0,1.67,0.67,1.67,0.0,0.33,0.67,2.0,11.33,0.0,9.0,4.33,0.0,1.33,0.0,0.0,1.0,2.0,4.4,13.6,0.0,12.6,4.0,2.0,0.6,0.8,0.2,0.4,0.4,4.4,12.2,0.2,11.2,3.8,0.2,0.4,0.2,0.4,0.4,1.4,4.33,14.67,0.0,13.33,4.0,2.67,1.0,1.0,0.33,0.33,0.33,4.33,13.33,0.33,11.33,3.33,0.33,0.33,0.33,0.33,0.33,1.33,Hull,2.25,3.12,3.37,2015-12-28,E1,0.0,1.0,H,D,Preston,2.26,3.22,3.67,2.37,True
13495,4.8,11.2,0.0,12.2,4.8,1.6,1.8,1.4,0.2,0.6,0.2,6.6,11.4,0.0,14.4,5.8,0.8,0.8,0.4,0.4,0.2,1.6,5.67,10.67,0.0,11.67,5.33,1.67,1.67,2.0,0.0,0.67,0.33,8.0,12.33,0.0,16.33,6.33,0.67,1.0,0.33,0.33,0.33,2.0,4.4,13.6,0.0,9.4,3.2,2.0,1.0,1.2,0.2,0.4,0.4,5.6,9.0,0.0,16.4,4.4,0.4,0.8,0.2,0.4,0.4,0.8,3.67,15.67,0.0,10.33,3.33,2.33,0.67,1.0,0.33,0.0,0.67,6.33,11.0,0.0,14.0,3.67,0.0,1.0,0.0,0.33,0.67,1.0,Brentford,3.29,3.34,2.18,2015-12-28,E1,2.0,1.0,A,A,Reading,3.5,3.51,2.2,-1.0,True
13503,6.8,10.8,0.0,6.2,2.2,1.4,0.6,2.4,0.0,0.0,1.0,5.4,10.6,0.0,9.0,4.0,0.4,1.4,0.0,0.0,1.0,1.6,4.67,12.33,0.0,4.33,1.67,1.33,0.67,2.67,0.0,0.0,1.0,4.67,9.67,0.0,9.67,4.67,0.67,1.67,0.0,0.0,1.0,2.33,5.6,14.6,0.0,8.2,3.6,2.2,0.8,1.8,0.0,0.4,0.6,7.8,9.2,0.0,8.2,4.2,0.4,0.8,0.0,0.6,0.4,1.4,5.33,13.33,0.0,9.67,4.0,2.0,1.0,2.0,0.0,0.33,0.67,5.33,9.33,0.0,7.67,3.67,0.67,1.0,0.0,0.67,0.33,1.33,Bury,2.9,3.33,2.36,2015-12-28,E2,0.0,1.0,H,D,Port Vale,2.94,3.55,2.48,1.36,True
13511,2.8,14.4,0.2,9.0,2.6,1.8,0.2,1.4,0.2,0.0,0.8,6.6,12.4,0.2,13.4,3.6,0.0,1.0,0.0,0.2,0.8,1.0,4.0,14.67,0.33,10.33,3.0,2.0,0.33,1.0,0.33,0.0,0.67,7.0,14.33,0.33,10.67,3.33,0.0,0.67,0.0,0.33,0.67,1.33,4.8,10.2,0.0,14.0,5.0,1.4,2.4,2.0,0.4,0.4,0.2,7.2,9.2,0.2,12.2,4.2,1.4,0.4,0.6,0.4,0.0,1.6,5.0,10.0,0.0,14.0,4.33,1.33,1.67,1.33,0.33,0.67,0.0,7.67,8.33,0.0,11.33,2.67,1.0,0.67,0.33,0.67,0.0,1.33,Rotherham,3.42,3.52,2.05,2015-12-29,E1,1.0,4.0,H,H,Fulham,3.65,3.69,2.08,1.05,True
13514,5.6,10.0,0.0,10.2,3.2,1.0,1.4,1.6,0.4,0.2,0.4,3.4,11.4,0.0,14.4,4.6,0.8,1.0,0.2,0.4,0.4,0.6,6.0,10.0,0.0,10.67,3.33,1.0,1.67,1.67,0.67,0.0,0.33,4.33,9.67,0.0,15.67,4.0,1.0,1.0,0.33,0.33,0.33,0.33,4.4,10.8,0.2,10.0,4.4,2.4,1.6,1.4,0.4,0.0,0.6,6.8,7.2,0.0,18.4,5.4,1.4,0.6,0.6,0.2,0.2,2.0,4.33,10.67,0.33,9.33,5.0,2.0,2.0,1.0,0.67,0.0,0.33,6.33,5.67,0.0,16.33,4.0,1.67,0.0,1.0,0.0,0.0,1.33,Wolves,3.51,3.24,2.16,2016-01-01,E1,1.0,0.0,A,A,Brighton,3.73,3.42,2.18,-1.0,True
13524,4.6,13.0,0.0,11.0,4.8,2.4,1.6,1.6,0.2,0.6,0.2,8.8,11.8,0.2,14.8,5.4,0.8,0.8,0.4,0.4,0.2,1.8,5.33,11.67,0.0,11.33,4.67,2.33,2.0,2.0,0.33,0.33,0.33,8.67,11.67,0.33,13.0,5.0,0.67,1.0,0.33,0.33,0.33,1.67,3.4,11.6,0.0,9.0,2.4,1.8,0.6,0.4,0.4,0.2,0.4,9.0,10.4,0.0,14.6,4.0,0.2,0.2,0.2,0.6,0.2,1.4,3.67,13.0,0.0,10.0,2.33,2.33,0.67,0.67,0.33,0.0,0.67,8.67,12.67,0.0,12.33,3.67,0.33,0.33,0.33,0.33,0.33,1.67,Brentford,2.58,3.31,2.67,2016-01-02,E1,1.0,2.0,H,D,Birmingham,2.67,3.42,2.8,1.67,True
13525,5.2,11.4,0.0,9.6,3.6,2.4,1.6,2.0,0.2,0.4,0.4,5.0,11.2,0.0,12.4,5.6,0.6,0.8,0.4,0.4,0.2,1.0,6.0,10.33,0.0,11.67,3.33,2.0,1.67,1.67,0.33,0.33,0.33,5.67,11.67,0.0,9.33,4.0,0.33,1.0,0.33,0.33,0.33,0.67,5.4,13.2,0.0,12.8,3.8,2.0,1.2,1.2,0.2,0.6,0.2,4.6,13.4,0.2,16.2,4.6,0.6,0.2,0.4,0.6,0.0,2.2,5.67,12.33,0.0,14.67,4.0,2.0,1.67,1.67,0.33,0.33,0.33,3.67,12.33,0.33,15.33,3.67,0.67,0.33,0.33,0.67,0.0,1.67,Huddersfield,2.59,3.27,2.68,2016-01-02,E1,2.0,0.0,A,D,Bolton,2.62,3.45,2.83,-1.0,True
13531,4.6,10.0,0.0,10.2,3.2,1.4,1.0,0.6,0.4,0.4,0.2,5.8,12.0,0.0,14.2,2.6,0.8,0.4,0.4,0.4,0.2,2.4,4.67,11.0,0.0,9.33,3.33,2.0,1.0,0.67,0.33,0.67,0.0,5.67,11.33,0.0,11.0,2.33,0.67,0.33,0.33,0.67,0.0,3.0,3.8,13.8,0.2,8.4,2.4,2.4,0.0,0.8,0.0,0.2,0.8,6.2,9.2,0.2,14.4,3.6,0.0,0.4,0.0,0.6,0.4,0.8,4.67,15.67,0.0,9.33,2.0,2.67,0.0,0.67,0.0,0.33,0.67,6.0,9.0,0.33,14.0,4.67,0.0,0.33,0.0,0.67,0.33,1.0,Derby,3.29,3.16,2.25,2016-01-02,E1,0.0,2.0,H,D,Middlesbrough,3.55,3.26,2.29,1.25,True
13534,5.8,14.4,0.4,9.4,4.2,2.6,1.8,1.2,0.4,0.2,0.4,6.4,12.0,0.0,8.6,3.4,1.0,0.4,0.6,0.2,0.2,1.2,5.0,15.67,0.33,9.67,4.0,2.0,2.0,1.33,0.33,0.0,0.67,7.67,13.33,0.0,10.0,4.33,1.0,0.67,0.33,0.33,0.33,2.0,5.2,12.8,0.0,6.8,4.0,2.2,1.6,1.2,0.6,0.2,0.2,5.4,9.2,0.0,10.0,4.2,0.8,0.2,0.8,0.0,0.2,1.8,5.67,13.67,0.0,8.33,4.33,2.33,1.67,1.67,0.33,0.33,0.33,4.67,7.67,0.0,10.67,3.33,0.67,0.33,0.67,0.0,0.33,1.33,Millwall,2.56,3.26,2.69,2016-01-02,E2,1.0,2.0,H,H,Barnsley,2.69,3.41,2.77,1.69,True
13536,5.0,12.0,0.0,6.8,3.0,2.6,1.4,1.4,0.4,0.2,0.4,11.6,11.8,0.0,15.0,6.2,0.8,0.6,0.2,0.6,0.2,1.8,5.67,12.0,0.0,8.33,4.0,2.0,2.33,1.33,0.67,0.33,0.0,11.33,13.33,0.0,18.0,7.33,1.33,0.67,0.33,0.67,0.0,1.67,4.6,10.0,0.0,10.8,6.2,1.6,2.2,0.4,0.8,0.2,0.0,5.6,10.0,0.2,8.6,2.4,0.4,0.4,0.2,0.4,0.4,1.4,5.0,8.67,0.0,9.67,5.33,1.33,2.0,0.33,0.67,0.33,0.0,5.0,11.33,0.0,8.33,2.33,0.67,0.33,0.33,0.33,0.33,2.0,Shrewsbury,3.0,3.26,2.33,2016-01-02,E2,1.0,7.0,H,H,Chesterfield,3.23,3.38,2.38,1.33,True
13538,6.2,11.6,0.0,6.2,2.0,1.4,0.4,2.2,0.0,0.0,1.0,3.8,9.4,0.0,8.4,4.0,0.4,1.2,0.0,0.2,0.8,1.6,3.67,13.33,0.0,5.0,2.0,1.33,0.33,2.0,0.0,0.0,1.0,4.33,9.67,0.0,8.0,3.67,0.33,1.0,0.0,0.33,0.67,1.67,3.6,14.6,0.0,9.6,3.8,2.0,1.2,2.4,0.4,0.0,0.6,6.6,13.2,0.0,12.2,7.0,0.4,0.4,0.4,0.2,0.4,1.6,3.67,15.67,0.0,10.33,4.0,3.0,1.67,2.67,0.33,0.0,0.67,9.33,13.0,0.0,12.67,7.0,0.33,0.33,0.33,0.33,0.33,1.67,Bury,3.07,3.23,2.31,2016-01-02,E2,0.0,2.0,H,D,Fleetwood Town,3.3,3.36,2.36,1.31,True
13539,5.6,10.0,0.0,10.4,4.4,1.2,1.0,1.0,0.4,0.2,0.4,3.8,11.0,0.0,8.0,2.4,0.2,0.4,0.2,0.4,0.4,2.0,6.0,9.33,0.0,10.67,4.67,1.0,1.0,1.67,0.33,0.0,0.67,2.33,11.0,0.0,9.0,2.67,0.0,0.67,0.0,0.33,0.67,2.67,6.2,14.2,0.0,9.8,4.6,2.8,1.0,1.4,0.2,0.2,0.6,4.2,12.2,0.2,8.2,3.8,0.4,0.6,0.2,0.4,0.4,1.8,7.33,12.67,0.0,12.67,6.0,2.0,1.0,1.0,0.33,0.0,0.67,4.33,13.33,0.33,6.0,2.67,0.0,0.33,0.0,0.67,0.33,2.0,Bradford,2.81,3.23,2.47,2016-01-02,E2,0.0,3.0,H,H,Gillingham,2.86,3.43,2.6,1.47,True
13549,5.0,14.2,0.2,9.8,4.6,1.8,1.4,0.8,0.4,0.4,0.2,6.4,11.2,0.2,13.0,4.6,0.2,0.2,0.2,0.6,0.2,1.4,5.67,12.67,0.33,11.0,5.33,1.33,2.0,1.0,0.33,0.67,0.0,6.67,10.33,0.33,14.0,5.0,0.33,0.0,0.33,0.67,0.0,1.33,5.8,11.4,0.2,8.8,1.8,2.0,0.6,0.6,0.2,0.6,0.2,4.2,14.2,0.2,10.4,2.8,0.4,0.4,0.4,0.4,0.2,1.2,6.67,10.0,0.33,7.67,1.67,2.0,0.33,1.0,0.0,0.67,0.33,3.0,14.33,0.0,8.0,3.0,0.33,0.67,0.33,0.33,0.33,1.0,Caen,3.14,3.01,2.45,2016-01-09,F1,0.0,2.0,H,H,Angers,3.3,3.14,2.48,1.45,True
13555,5.2,10.0,0.4,6.4,2.2,2.2,0.6,1.6,0.2,0.0,0.8,7.6,13.0,0.2,14.6,4.8,0.4,0.2,0.2,0.8,0.0,1.8,5.67,9.0,0.33,8.33,3.0,1.33,0.33,1.67,0.0,0.0,1.0,6.0,13.33,0.0,13.0,4.33,0.33,0.33,0.0,1.0,0.0,2.0,6.6,8.8,0.2,13.8,5.6,2.4,0.6,1.2,0.2,0.2,0.6,4.4,10.8,0.0,8.2,3.4,0.6,0.6,0.4,0.2,0.4,1.2,8.0,8.33,0.0,17.33,7.33,1.67,0.67,1.0,0.33,0.0,0.67,3.67,13.0,0.0,6.67,1.33,0.67,1.0,0.33,0.0,0.67,1.67,Port Vale,2.34,3.27,2.97,2016-01-09,E2,1.0,0.0,A,D,Blackpool,2.37,3.45,3.19,-1.0,True
13556,5.0,14.8,0.2,9.4,4.0,2.0,1.8,1.4,0.4,0.0,0.6,6.6,13.6,0.0,9.6,4.2,0.8,0.6,0.4,0.2,0.4,1.4,5.67,14.33,0.33,9.67,4.0,2.0,2.0,1.33,0.33,0.0,0.67,6.67,13.33,0.0,9.33,4.0,1.0,1.0,0.33,0.0,0.67,2.33,4.2,11.6,0.0,8.4,3.6,1.8,2.2,1.0,0.8,0.2,0.0,7.0,10.4,0.0,10.6,4.6,1.2,0.2,0.8,0.0,0.2,1.4,4.33,10.33,0.0,8.33,4.33,1.67,2.67,1.33,0.67,0.33,0.0,7.67,10.33,0.0,11.67,4.67,1.33,0.33,0.67,0.0,0.33,1.0,Millwall,2.16,3.27,3.3,2016-01-09,E2,2.0,1.0,A,A,Oldham,2.21,3.48,3.51,-1.0,True
13558,5.0,12.4,0.0,8.6,3.8,2.2,2.0,1.6,0.4,0.4,0.2,6.8,10.2,0.0,15.4,6.2,1.0,0.8,0.4,0.4,0.2,0.8,6.33,10.67,0.0,7.0,3.67,1.33,3.0,1.33,0.67,0.33,0.0,7.67,10.0,0.0,15.0,5.33,1.33,0.67,0.33,0.67,0.0,0.33,5.8,13.0,0.2,10.6,5.4,2.6,1.6,1.8,0.2,0.2,0.6,2.6,10.6,0.2,9.8,4.2,0.4,0.8,0.2,0.4,0.4,2.0,7.33,11.67,0.33,10.67,6.0,3.0,1.67,1.67,0.33,0.0,0.67,2.0,11.67,0.33,7.67,3.0,0.67,1.33,0.33,0.0,0.67,2.33,Southend,2.59,3.29,2.63,2016-01-09,E2,2.0,4.0,H,D,Swindon,2.69,3.53,2.7,1.63,True
13561,3.8,18.2,0.2,8.8,2.0,2.2,0.2,2.0,0.0,0.0,1.0,6.2,14.2,0.0,15.0,6.8,0.0,0.4,0.0,0.6,0.4,1.8,4.0,21.0,0.33,6.67,0.33,2.67,0.0,1.67,0.0,0.0,1.0,7.0,17.0,0.0,13.33,5.67,0.0,0.33,0.0,0.67,0.33,3.0,1.8,12.4,0.2,9.4,2.8,2.0,0.4,0.8,0.2,0.6,0.2,4.8,17.8,0.2,13.4,3.2,0.0,0.2,0.0,0.8,0.2,1.8,1.0,12.0,0.33,7.0,3.0,2.67,0.33,0.33,0.0,1.0,0.0,4.67,21.67,0.33,12.67,2.67,0.0,0.0,0.0,1.0,0.0,2.33,St Etienne,3.0,2.96,2.57,2016-01-10,F1,1.0,2.0,H,D,Nantes,3.12,3.02,2.68,1.57,True
13573,3.8,12.8,0.2,9.6,3.2,1.4,1.0,1.0,0.0,1.0,0.0,7.8,9.6,0.0,16.0,4.6,0.4,0.4,0.0,1.0,0.0,1.2,4.0,11.67,0.33,8.67,4.0,1.33,1.33,1.33,0.0,1.0,0.0,9.0,9.0,0.0,20.0,6.0,0.33,0.33,0.0,1.0,0.0,1.67,5.8,9.2,0.0,13.2,4.4,1.4,1.4,2.4,0.4,0.0,0.6,5.4,10.2,0.0,13.2,4.8,1.0,0.8,0.4,0.2,0.4,1.0,6.0,9.33,0.0,12.33,3.33,1.0,0.67,2.33,0.33,0.0,0.67,6.67,11.33,0.0,14.33,5.67,0.67,0.67,0.33,0.33,0.33,1.0,Brighton,2.26,3.28,3.19,2016-01-12,E1,0.0,2.0,H,H,Rotherham,2.29,3.44,3.41,2.19,True
13575,5.8,9.0,0.0,12.6,4.2,0.8,0.8,2.2,0.0,0.4,0.6,5.0,8.4,0.0,14.2,4.2,0.4,0.8,0.2,0.4,0.4,0.2,5.33,8.67,0.0,11.67,4.0,0.67,0.67,2.33,0.0,0.33,0.67,5.0,9.33,0.0,15.33,3.0,0.33,0.33,0.33,0.33,0.33,0.33,3.4,13.6,0.0,12.0,3.8,2.6,0.8,0.8,0.2,0.6,0.2,6.0,7.8,0.0,11.4,3.2,0.2,0.6,0.0,0.6,0.4,1.2,5.0,11.67,0.0,16.0,4.0,2.0,1.33,1.33,0.33,0.33,0.33,7.33,8.0,0.0,10.0,2.67,0.33,1.0,0.0,0.33,0.67,1.33,Fulham,3.5,3.44,2.07,2016-01-12,E1,2.0,3.0,H,H,Wolves,3.64,3.61,2.13,1.07,True
13586,3.8,14.8,0.0,10.6,4.4,2.0,0.8,0.6,0.4,0.2,0.4,6.2,10.2,0.2,15.0,2.4,0.6,0.4,0.4,0.4,0.2,2.2,4.67,12.0,0.0,10.33,4.0,1.67,0.67,0.33,0.33,0.33,0.33,6.67,10.67,0.33,13.67,1.33,0.33,0.0,0.33,0.67,0.0,2.33,4.6,14.4,0.0,11.8,4.0,2.4,1.0,1.0,0.4,0.2,0.4,5.0,14.2,0.2,9.4,4.2,0.6,0.6,0.2,0.4,0.4,1.4,4.0,10.0,0.0,12.67,4.33,2.0,1.0,1.33,0.33,0.0,0.67,5.0,13.33,0.33,9.67,4.67,0.67,0.67,0.33,0.0,0.67,1.0,Angers,3.91,3.09,2.1,2016-01-15,F1,1.0,2.0,H,A,Nice,4.25,3.21,2.11,1.1,True
13589,4.4,13.8,0.0,8.8,3.6,2.2,1.4,1.2,0.2,0.6,0.2,6.0,15.8,0.0,12.2,5.0,0.8,0.6,0.4,0.4,0.2,3.0,4.33,14.67,0.0,10.33,5.67,2.33,2.0,1.67,0.33,0.33,0.33,6.67,13.67,0.0,11.67,5.67,1.0,0.67,0.67,0.0,0.33,2.33,4.0,12.8,0.0,8.8,2.6,1.2,0.8,1.2,0.4,0.0,0.6,4.6,14.4,0.0,8.0,3.8,0.2,0.6,0.0,0.6,0.4,2.0,4.67,11.0,0.0,8.0,2.0,1.0,0.67,1.33,0.33,0.0,0.67,4.33,16.33,0.0,6.67,2.67,0.0,0.33,0.0,0.67,0.33,2.33,Montpellier,2.8,3.0,2.71,2016-01-16,F1,0.0,1.0,H,D,Bastia,2.91,3.02,2.85,1.71,True
